id	motivo	tab1	label
699	tiene fallas .. todo el tiempo dice ‚Äúm·xima simultaneidad en dispositivos ‚Äú y no los tenia ..	servicio	7
700	porque no es la mejor opiniÛn, 	otros	9
701	si la conexion es mala el deco no funciona optimamente y en avellaneda centro es pesima	servicio	7
702	costo del servicio y demoras de conexion, sin soporte en algunos teles samsung	precio	4
703	no tengo claro cuales son las ventajas de sus servicios...	producto	5
704	cortes continuos, mala atencion del personal. sigo esperando que vengan a cambiarme el deco de flow, pero me siguen cobrando fortuna por mes.	relacionamiento	6
705	no encuentro novedades de mi interes	contenido	1
706	es malo, se traba, se cuelga, es lento de respuesta	servicio	7
707	funcionamiento irregular	servicio	7
708	funciona pÈsimo internet y flow. tarda un siglo para cargar disney+ y el contenido se entre corta	servicio	7
709	hay programas  que no pueden volverse a ver una vez terminado y hay que reiniciar muy seguido xq se tilda	servicio	7
710	falta de atenciÛn al cliente, sin soluciÛn en el funcionamiento del equipo flow	relacionamiento	6
711	tiene mal sonido ,se escucha bajo	servicio	7
712	me gustan las series y pelÌculas que ponen	contenido	1
713	1)precio,2) no tiene buen buscado	precio	4
714	cuando llueve se corta, ya parece direc tv	servicio	7
715	muy dificil  de entender y  encontrar algo. y  pocas cosas atractivas.	funcionalidad	3
716	se corta mucho , aveces la programaciÛn no conside con lo que est· escrito	servicio	7
717	no me funciona la mayorÌa de los canales de flow	servicio	7
718	no hay chances de comunicarme con un representante	relacionamiento	6
719	tratan de solucionar el inconveniente 	relacionamiento	6
720	cortes intrrmitentes, guÌa  con errores, dificil de manejar	servicio	7
721	diferentes problemas que he tenido y he denunciado por telÈfono. el m·s reciente por momentos en la grilla solo aparece un listado de canales y no en total	servicio	7
722	precio-servicio	precio	4
723	para ver pelÌculas en flow no es sencillo no sabes si esta en inglÈs  espaÒol creo de que lo contrate vi tres pelÌculas 	contenido	1
724	es una chota	otros	9
725	pesima ya lo quiero sacar a cada rato se corya siesposible por este medio anulenlon	servicio	7
726	muy buena variedad 	contenido	1
727	no est· funcionando muy bien.	servicio	7
728	le falta agilidad a la plataforma es muy lenta	servicio	7
729	no sabemos usarlo	funcionalidad	3
730	se tilda mucho lo teneres ke vivir reiniciando lo unico bueno es ke hace	servicio	7
731	facturan cualquier cosa. el servicio es bueno, pero demasiado caro, lo saben y lamentablemente es pagarles a ustedes o morir en telecentro que es una desgracia. quisiera dejar de tener cable para abaratar costos y resulta que sale lo mismo casi que tener solo internet.	precio	4
732	no lo entiendo 	funcionalidad	3
733	muy compleja la utilizaciÛn del control remoto y la programaciÛn para grabar	funcionalidad	3
734	se corta en forma permanente	servicio	7
735	nuevamente hoy estoy sin cable, sin flow y sin poder ver tolevisi„ìn... no se que sucede	servicio	7
736	se corta mucho. muchas veces no se puede retroceder o cargar el programa. la atenciÛn al cliente es mala.	servicio	7
737	se corta todo el tiempo 	servicio	7
738	costo y servicio 	precio	4
739	el deco es muy lento, no hay dias que no tenga que reiniciarlo.	servicio	7
740	reclamo 672621870 del 29.8 todavÌa no fue solucionado. no puedo acceder a mis contenidos desde la tablet. el ˙ltimo reclamo fue hecho el 15.9 y sigo esperando	relacionamiento	6
741	al retroceder o ver algo ya emitido est·n mal cortados  y luego en vez de continuar con lo siguiente empalma con lo que se est· emitiendo en vivo	servicio	7
742	muy  caro  el servicio	precio	4
743	se corta cuando quiero ver alg˙n contenido	servicio	7
744	no es sencillo su uso	no lo uso	0
745	la propaganda siempre a un volumen mucho mas alto que lo normal hay quebajar y subir volumen	servicio	7
746	porque nunca funciona bien y ya estoy cansado de reclamar	servicio	7
747	es caro	precio	4
748	anda mal	servicio	7
749	la aplicacion es mala. lenta y limitada	flow app	2
750	frecuentemente flow deja de funcionar por muchas horas, inclusive dÌas enteros	servicio	7
751	no se si es el aparato, o internet que muy seguido se corta.	servicio	7
752	mi decodificador se prende y apaga unas 5 veces cada vez que lo prendo	servicio	7
753	es el servicio m·s cara que hay 	precio	4
754	se corta la transmision	servicio	7
755	casi ning˙n corte.	servicio	7
756	caro	precio	4
757	no funciona se esta viendo un programa y regresa al inicio el  tenico que me visitome dijo que apretara exit para volver al programa. esun tema interno de cablevision, esstoy pagando  por algo que no lo solucionan	servicio	7
758	solo permite ver inicios de series	contenido	1
759	cambiÛ la interfaz y no es tan amigable como la anterior. la aplicaciÛn no funciona en mi ipad.	funcionalidad	3
760	los canales se caen (seÒal), algunos programas los querÈs repetir y se cuelga. la grilla no respeta los horarios y a veces la programacion	servicio	7
761	relaciÛn precio servicio	precio	4
762	hay un problema en donde no siempre se visualiza el decodificador en el tv. 	servicio	7
763	la seÒal no llega bien a los dormitorios.	servicio	7
764	no miro practicamente flow	no lo uso	0
765	a veces el servio no funciona	servicio	7
766	es imposible ver algo bien, se cuelga permanentemente, en la compu o en el celu,  muchas veces ni siquiera descarga la guia pero pongo netflix y ningun problema por eso se que es flow y no la compu o el celu	servicio	7
767	no me anda el flow hace casi 1 mes. quiero ver programacion ya emitida, y no anda. se tilda	servicio	7
768	micro cortes 	servicio	7
769	es una apliacioÛn de contenidos y algo que me interesa mucho es la posibilidad de grabar o volver a ver contenidos	contenido	1
770	no siempre funciona bien	servicio	7
771	servicio pesimo y carisimo	precio	4
772	"hace un tiempo, 1 aÒo aproximadamente, el deco ""se cuelga"", hay que desenchufarlo para que vuelva a funcionar, en ocasiones queda en un idioma que no fue seleccionado y hay que volver a reiniciarlo."	servicio	7
773	precio	precio	4
774	nunca me resolvieron el problema . sigue fallando el descodificador. los operadores nunca atienden el telÈfono.	servicio	7
775	no funcionan bien los decos, las peliculas son las mimas de siempre, y el streem no funciona casi nunca	contenido	1
776	tiene un mal buscador y es caro	precio	4
777	el servicio es igual a los dem·s y mas caro	precio	4
778	porque el tv android que tengo , el decodificador no lo reconoce.	otros	9
779	el decodificador se tilda constantemente	servicio	7
780	el servicio no es optimo	servicio	7
781	lentitud y costoso	servicio	7
782	en horas de la madrugada se corta...se reinicia....eso es todos los dias	servicio	7
783	la navegacion en la plataforma es pÈsima, poco intuitiva, escaso contenido de interÈs y deja de funcionar con cierta frecuencia	funcionalidad	3
784	excelente todo	producto	5
785	funciona muy mal, lo q grabas no se puede ver, solo podes retroceder 24 hs y a veces tampoco cargo y no vrs nada anterio	servicio	7
786	muchas veces anda mal. queres poner alg˙n programa que ya pasÛ y no te deja	servicio	7
787	no funciona bien. globalmente la empresa deja mucho que desear. adem·s no provee soluciones a los problemas	servicio	7
788	se cuelga 	servicio	7
789	sorpresas en la facturaciÛn	relacionamiento	6
790	muy buenas series y peliculas	contenido	1
791	la idea es bunisima pero ultimamente se cae muy seguido el servicio	servicio	7
792	cambiaron los valores de la cuota mensual	precio	4
793	continuamente tengo que resetear el codificador xq se tilda y no puedo acceder a alguna app o directamente no puede ni ver la tele	servicio	7
794	no funciona bien. hoy quise reproducir una serie y llegaba hasta la mitad y se cortaba. me pasÛ muchas veces.	servicio	7
795	no funciona bien 	servicio	7
796	se corta permanente y la ˙nica forma de recuperarlo es esperar al servicio tÈcnico sin poder usar el servicio varios dÌas 	servicio	7
797	pobre y no muy buuen servicio	servicio	7
798	no es r·pido, a veces se cuelga y la disposiciÛn de los botones en el control remoto no pasÛ por user experience.	servicio	7
799	no puedo ver flow con mi pc	flow app	2
800	porque la mayoria de las veces que prendo la tv no tengo seÒal de flow	servicio	7
801	internet se corta seguido	servicio	7
802	"hace  tres semanas sume un nuevo televisor a la opcion flow, con el decodificador nuevo hay funciones que no ""funcionan"", llame  en tres oportunidades y en la ultima vez me atendieron 4 ""tecnicos"",sin poder solucionarlo, el ultimo tecnico me dijo que como era un decodificar nuevo lo  iban a estudiar y en 24 horas me llamaban, pasaron 96horas y sigo esperando"	relacionamiento	6
803	sencillo de usar - buenos productos	producto	5
804	muy seguido se cuelga el deco y tengo qie re iniciarlo 	servicio	7
805	programaciÛn vieja y repetida	contenido	1
806	para empezar flow en sÌ ya no tiene nada atractivo, no hay cosas hbo ni de fox. en segundo lugar el servicio al cliente es pÈsimo, siempre me cobran de m·s y nunca vinieron a instalarme el segundo decodificador.	contenido	1
807	se corta la transmisiÛn, no permite ver programas ya emitidos , aparece en la pantalla error s1028 u s1101, entre otras dificultades, ya reclame , espero los resultados	servicio	7
808	es caro y tiene una interfase bastante lenta	precio	4
809	"los constantes aumentos. arreglas un precio como lo que se negocia es un porcentaje a los dos meses ""aumenta el precio de lista"" "	precio	4
810	no anda nunca, queda trabado y ya reclame y nada	servicio	7
811	funciona mal	servicio	7
812	hace meses que estoy con el mismo problema y no lo solucionan	relacionamiento	6
813	pesima atenciÛn.  te cobran cualquier cosa. contratas un plan y ko se respeta	relacionamiento	6
814	falla mucho (se tilda)	servicio	7
815	me suscribi a paramount el 11-09, llame muchas veces y aun no logran activarlo,. si esto fuera poco despues de esa suscripcion deje de tener acceso a hbmax que pago hace aÒos. solo me mandan a reinicier el modem, o me lo reinician. un desastre.	relacionamiento	6
816	el decodificador anda muy mal!! se cuelga bastante seguido y en 3 o 4 oportunidades no funcionÛ por 3 dÌas seguido. al margen que todas las madrugadas se cuelga. 	servicio	7
817	la mayoria de las veces no funcionan las funciones de flow, detener un programa retrocederlo o verlo despues de emitido	servicio	7
818	porque no se puede ver canales 	servicio	7
819	porque no hace lo que prometen , muchas veces no graba el vivo , muy flojo el servicio	servicio	7
820	algunos canales se cuelgan, no funciona bien la pausa en vivo	servicio	7
821	la interface es muy mala y cada vez que hay un partido importante de futbol no se puede ingresar por plataformas web porque colapsa.	servicio	7
822	muy mal servicio, se corta repetidas veces, he visto programas ya terminados y se corta antes del final del mismo. no es buen servicio	servicio	7
823	muchos problemas permanente	servicio	7
824	se corta permanentemente y hay que reiniciarlo	servicio	7
825	on demand anda cuando quiere , y muchas veces la guia no condice con lo que estan pasando 	servicio	7
826	suele tener problemas en la conexion y debo comunicarme telefonicamente frecuentemente para solucionarlo	servicio	7
827	el deco se traba y se reinicia solo	servicio	7
828	todas las noches se tilda el deco y nadie atiende en servicio tecnico	servicio	7
829	mi deco  o anda bien y todavÌa estoy esperando que lo arreglen	servicio	7
830	poco contenido interesante	contenido	1
831	las cosas que tienen para ver son todas viejas, hay muchos canales que directamente no veo	contenido	1
832	no se destaca. es un servico com˙n 	producto	5
833	los precios	precio	4
834	pago un servicio ineficiente	servicio	7
835	sinceramente no uso demasiado el servicio y me parece un poco costoso, de hecho estoy por darme de baja. 	no lo uso	0
836	es una plataforma cara e inestable. si uno elige un programa que no este en vivo, si no termina al horario de cambio se grilla, se corta. lo mismo ocurre si uno lo graba. plataforma obsoleta. ni habalr que se tilda y mucha de la informaciÛn no coincide con lo qie se transmite. que tal si invierten en unas mejoras!	servicio	7
837	poca programacion interesante para ver	contenido	1
838	permanentemente se interrumpe la transmisiÛn. todos los dÌas debo desconectarlo y conectarlo para que funcione. hace dos meses lo cambiaron y no mejorÛ lo que debiera.	servicio	7
839	servicio carÌsimo	precio	4
840	en 5 meses de clientes es m·s lo que no anduvo que lo que anduvo. pÈsimo. y pÈsimo servicio tÈcnico mercerizado que modifica los tÈcnicos a domicilio y nunca tienen idea de el problema anterior y el cansancio del cliente.	relacionamiento	6
841	no satisfecho,por relacion de precio  y servicio.	precio	4
842	no tiene mucha variesad.	contenido	1
843	es excelente el servicio	servicio	7
844	costos y funcionamiento 	precio	4
845	mucho de lo que consumo esta en otras plataformas de streaming	contenido	1
846	el servicio es malo. se corta la conexion. casi nunca obtengo la funcion q quiero. se cuelga. falla hasta el cibtril remoto 	servicio	7
847	actualizaciones eternas que cuelgan el sistema	servicio	7
848	el precio	precio	4
849	es pesimo el servicio, no se puede ver ningun programa sin que se corte	servicio	7
850	no puedo ver las series porque no responde el control	servicio	7
851	funcional mal, hay que reiniciar el aparato cada dos dÌas.	servicio	7
852	mala programacion	contenido	1
853	se tilda, el flow desde la compu se retrasa mucho o hay que salir y volver ingresar a la guÌa	servicio	7
854	variedad de programaciÛn, siempre y cuando uno pague suscripciones, claro. lo que es cl·sico, hay excaso. suele ser un servicio inestable desde que cambiaron el router,, lo cual lo hace un servicio altamente pedorro en ese sentido. deberÌa haber m·s contenido para descargar. „últimamente, no encuentro casi ninguna pelÌculo y/o serie que lo permita.	contenido	1
855	no funciona correctamente	servicio	7
856	funcionamiento p„âsimo es vergonzosa la cantidad de repeticiones seriie	contenido	1
857	no me funciona en la pc	flow app	2
858	no anda bien, a veces se traba y es caro	precio	4
859	muy caro, poca oferta de peliculas 	precio	4
860	el deco se cuelga, falta hbo max y tarda mucho disney plus en abrir	servicio	7
861	malÌsimo el decodificador cada rato se apaga y se reinicia	servicio	7
862	sale demasiada plata para el servicio que dan.	precio	4
863	muchos aÒos soy cliente	producto	5
864	temgo problema yÈcnico, por los que llamo por telefono continuamente	relacionamiento	6
865	estoy pagando pack de deportes y no lo puedo ver pedi la baja y el reintegro correponduente.	relacionamiento	6
866	me resulta muy util	producto	5
867	pÈsima calidad y funcionamiento del decodificador	servicio	7
868	no siempre funciona bien, es lento y a veces no se pueden ver programas anteriores	servicio	7
869	no funciona correctamente 	servicio	7
870	anda mal, se entrecorta seguido. no permite modificar el idioma y subtitulos. 	servicio	7
871	se traba	servicio	7
872	se corta la seÒal, algunas veces no se puede grabar la programaciÛn ni tr	servicio	7
873	funciona mal, no enciende o queda tildado, se ve la imagen pixelada, hay que reiniciarlo constantemente	servicio	7
874	cortes  de servicio y la emprrsa no responde. 	servicio	7
875	bueno	servicio	7
876	buena programacion 	contenido	1
877	xk no lo veo siempre y lo a vi m gusto 	contenido	1
878	el servicio anda irregularmente, tengo 2 decos flow, uno 4k y el otro mas viejito, la diferencia que hay es abismal entre uno y el otro en cuanto a la velocidad de carga y demas. por otro lado ambos equipos se desincronizan seguido, el dia y hora que figuran no coinciden con la fecha actual, etc. el servicio esta arrojando seguido que la seÒal de varios canales no esta disponible, etc.	servicio	7
879	cada vez que lo abro me aparece con fecha y horas equivocadas y no me muestra la programaciÛn del dia	servicio	7
880	"el deco es muy lento para navegar en los men˙es, es decir la experiencia en general.. muchas veces no puedo reiniciar el programa que quiero ver. cuando funciona, por alguna razÛn, el volumen baja a la mitad siendo que cuando termina el programa la televisiÛn ""en vivo"" queda muy fuerte. por alguna razÛn a veces pierde los subtitulos tambiÈn. la grabaciÛn es completamente aleatoria en sun funcionamiento. graba a veces, y muchas veces graba cualquier otra cosa."	servicio	7
881	lento, poco simple para su uso	servicio	7
882	nunca llamaron para ofertar algun descuento o promocion	precio	4
883	plataforma que no presenta nada interesante y para ver algo interesante hay que seguir pagando aparte	contenido	1
884	el cable en si ya me parece innecesario con tantas plataformas para ver series y peliculas. los que pagamos el serviclo creo que lo hacemos para poder ver los partidos de f˙tbol. y ademas, el precio ya se excedio bastante.	precio	4
885	mala atencion	relacionamiento	6
886	servicio caro y no es bueno. sÛlo lo utilizo para ver programas ya emitidos.	precio	4
887	sistema muy lento	servicio	7
888	funciona muy mal	servicio	7
889	no recomiendo empresas off - shore 	otros	9
890	pocos tÌtulos originales. 	contenido	1
891	funciona cuando le parece 	servicio	7
892	x que yo no veo no tengo la app en el celular no me deja entrar	flow app	2
893	hay opciones mejores y baratas.	precio	4
894	el decodificador simpre hay q resetearlo  y el uso  del control no es optimo y la programacion bastante floja	contenido	1
895	no hay otro 	otros	9
896	es pobre la funciÛn de grabado del decodificador generalmente corta antes de que termine el programa	servicio	7
897	poca variedad de peliculas	contenido	1
898	variedad y caÒ	contenido	1
899	no resolvieron el inconveniente por el que llame y hable con 5 personas diferentes	relacionamiento	6
900	tengo el servicio pesimo peliculas viejas repetidas canal que no  se pueden ver ej meses el chileno	contenido	1
901	se cuelga permanentemente 	servicio	7
902	siempre se me cuelga flow. me anda desastrosamente	servicio	7
903	xxxxxx	otros	9
904	no funciona todos los dias	servicio	7
905	precio	precio	4
906	hay micro cortes	servicio	7
907	el aparato flow anda siempre mal, por telefono no solucionan el problema, muchas veces me cobraron de mas en la facutra y me deben mas de 10mil pesos que jamas me los reintegraron	relacionamiento	6
908	se tilda y alto precio	precio	4
909	estoy satisfecho con el	producto	5
910	lo tengo que desenchufar se tilda mucho	servicio	7
911	funciona muy mal. 	servicio	7
912	el deco es muy malo, se nota que los desarrolladores no tienen idea de performance	servicio	7
913	series viejas y de tv de aire	contenido	1
914	el codificador anda mal pelÌculas y serie repetida y	servicio	7
915	se corta mucho por algunos segundos adem·s del costo que es alto	servicio	7
916	el servicio de flow es malo porque se traba el deco hay que reiniciarlo muy seguido queda trabado y no baja a los otros canales	servicio	7
917	caro y mal servicio	precio	4
918	el codificador no anda bien	servicio	7
919	a veces desaparece el episodio del programa que estaba viendo y no es muy clara la forma de encontrarlo	contenido	1
920	se cuelga y deja de funcionar / se corta el audio y la  imagen varias veces y no hay sonido     	servicio	7
921	los canales que supuestamente son gratis, como star y paramount, no se pueden ver desde el televisor, es muy caro el servicio 	precio	4
922	porque estoy bastante conforme 	otros	9
923	siempre tengo problemas con la seÒal	servicio	7
924	el control remoto en ocasiones no funciona bien	servicio	7
925	se tilda siempre 	servicio	7
926	costos	precio	4
927	muy difÌcil de manejar las pelÌculas sin explicaciÛn, hay que abrirlas para saber de que se trata, todas mezcladas	contenido	1
928	el control remoto funciona cuando quiere	servicio	7
929	variedad de programaciÛn	contenido	1
930	son una basura de empresa, carisima, y el servicio q brindan, desde lo humano hasta (atenc telef o personal o instaladores) hasta el soft q usan viejisimo!!!!	precio	4
931	no funciona bien 	servicio	7
932	lo q pienso 	otros	9
933	mal servicio y mantenimiento inexistente	servicio	7
934	funciona muy lento y se traba	servicio	7
935		otros	9
936	se corta seguido y el streaming a veces no funciona	servicio	7
937	a veces se tilda el deco y hay que reiniciar todo.o se pixela 	servicio	7
938	el mÛdem no anda bien	servicio	7
939	es muy bueno puedo ver mejor y muchas  m·s  cosas 	producto	5
940	no funciona nunca	servicio	7
941	lo mejor que podes ver programas ya emitidos en cualquier dispositivo. 	contenido	1
942	se corta todo el tiempo	servicio	7
943	hace 10 dias no funciona el flow	servicio	7
944	muy caro. aumenta mucho	precio	4
945	nunca anda!!	servicio	7
946	cuando usas las apps se corta muy seguido y queda en negro la pantalla 	servicio	7
947	porque es real	otros	9
948	muy bueno	producto	5
949	que ya van 2 series distintas que le faltan capÌtulos!!!	contenido	1
950	muy caro para los contenidos ofrecidos	precio	4
951	en el smartv que realmente lo querÌa usar no era compatible	smart tv	8
952	mala conexiÛn 	servicio	7
953	valores elevados del servicio, las fallas en el servicio que actualmente se producen	servicio	7
954	muy lento en conexion en pc se cuelga	flow app	2
955	mala seÒal. constantemente se traba y no se puede cambiar de canal	servicio	7
956	pesima atencion cuanod hay problemas	relacionamiento	6
957	anda muy mal	servicio	7
958	"el deco solo va a un ""menu flow"" cada tanto. es molesto porque estas viendo tu programa y te lo quita para ir a ese menu. no lo pude deshabilitar de ninguna manera."	servicio	7
959	muy buen servicio	servicio	7
960	falla constante de los modems y la falta de programaci y precio elevadoon diferencial 	precio	4
961	funciona muy mal , al reproducir peliculas rebobinadas se traba , adem„†s estoy pagando el adicional por disnet + y hace m„†s de 40 d„¨as que no se escucha el sonido ...... una estafa !!!! .	servicio	7
962	se corta, cada vez que llueve se entrecorta y bloquea el control remoto 	servicio	7
963	pocas series  y pelÌculas atractivas	contenido	1
964	el modem se cuelga constantemente. cada vez que intento ver un partido de futbol, no emite la seÒal del mismo	servicio	7
965	poder ver programas en la hora que uno quiere, reiniciar un programa si ya esta empezado para ver desde el principio	funcionalidad	3
966	puedo utilizar flow en otro lugar d	funcionalidad	3
967	la variedad de canales.	contenido	1
968	desde que soy cÒirntes ko hay una semana compketa que no se corte	servicio	7
969	flow no funciona	servicio	7
970	no funciona el modo grabar contenido, el men˙ aparece gigante sobre toda la imagen tapando todo sin necesidad cuando uno pone pausa, muy mala experiencia en funciones en las que deberÌa diferenciarse para captar usuarios	servicio	7
971	el servicio es sinceramente malo, se cuelga seguido y reiniciar el deco lleva una eternidad adem·s de que es poco din·mico el control remoto y el men˙	servicio	7
972	muy caro	precio	4
973	se corta bastante  la trasmisiÛn 	servicio	7
974	por ejemplo en los canales de deportes suprimieron los eventos mejores. para verlos hay que pagar. fue una forma encubierta de aumentar el precio del servicio	precio	4
975	esta miy buena	producto	5
976	el dispositivo es complicado, la guÌa es confusa  lo ˙nico interesante par· ver es pago	funcionalidad	3
977	debo suscribirme a otros canales para tener mejor programaciÛn y las pelÌculas en flow son viejas y  muchas argentinas 	contenido	1
978	desde la app web se ve muy diferido y en baja calidad de imagen	flow app	2
979	se tilda muchoooooo	servicio	7
980	me siento comodo utilizando flow	producto	5
981	cada vez te cobran mas caro y el servicio no funciona como deberÌa. vive cortandose	precio	4
982	muy buena atencion y repuesta a las necesidades	producto	5
983	se corta la seÒal muy seguido	servicio	7
984	dificil entrar y descargar mi  perfil en otro equipo	flow app	2
985	tuve que llamar muchas veces para poder instalar hbo y nadie me pudo solucionar el problema	producto	5
986	no soy usuario de flow por el momento	otros	9
987	falta de variedad de pelÌculas. 	contenido	1
988	progama repetido viejo y  no interresantes	contenido	1
989	cuatro veces me anunciaron visitas ,por cambio de conector, fueron una sola vez y no pudieron hacer nada. en otra oportunidad estuve esperando el tÈcnico 6 horas y no vino	relacionamiento	6
990	el internet anda bien pero el deco para que cambie de canal tenÈs q apretar el botÛn 10 veces para que cambie un canal . es estresante . recalienta y adem·s se hincho el deco hace 7 a 8 meses masÛ q lo tenemos	servicio	7
991	deco lento	servicio	7
992	no me interesa promover esto,, no tengo porquÈ hacerlo. me hacen esta encuesta ahora y lo tengo hace mucho tiempo	otros	9
993	desde el momento de la instalaciÛn el deco nunca funcionÛ bien. no es posible grabar, se tilda y debo reiniciarlo con frecuencia. el servicio tÈcnico me da indicaciones para estas acciones pero la soluciÛn dura dos o tres dÌas.	servicio	7
994	pocas novedades	contenido	1
995	requiere reinicios frecuentes para que la funcion de pausa y rebobinado funcione	servicio	7
996	muchas veces a la noche quiero ver un programa emitido y no funciona. adem·s se estuvo cortando muchÌsimo!! encima el servicio telefÛnico malÌsimoooooo!!!!!! bajÛ muchÌsimo la calidad del servicio, m·s caro y peor servicio.	precio	4
997	me dijeron q con cablevision tendrÌa un desc por pasar los celu a personal y hace tres meses y me est·n haciendo el verso con el descuento	relacionamiento	6
998	el deco funciona mal casi todo el tiempo. se tilda, no graba, etc.	servicio	7
999	nunca funciona, todo el tiempo dice modo sin conexiÛn. a veces cuando logra entrar se queda tildado en la pantalla principal.	servicio	7
1000	se freeza muchas veces	servicio	7
1001	hace un mes que quiero verlo en mi notebook y es imposible	flow app	2
1002	si bien el concepto es bueno, anda bastante mal. a veces el aparato se apaga solo, o no prende, y es bastante lento en muchos casos, o no puede reproducir programas anteriores porque se traba...	servicio	7
1003	todos los dÌas todos se reinicia solo el flow 2 o 3 veces por dÌa. el internet es pÈsimo. 	servicio	7
1004	hola al.principio todo b·rbaro pero hace un tie.po que  se tilda  y queda sin poder hace nada hasta reiniciarlo quisiera que ve gas a verlo o cambiarlo 	servicio	7
1005	por todo lo que ofrece	contenido	1
1006	mal servicio tÈcnico, mala atenciÛn telefÛnica. son mentirosos	servicio	7
1007	los subtitulos no aparecen en todos los programas por mas que los ponga desde la seleccion. la programacion es mala. el servicio es caro para lo que ofrecen	precio	4
1008	en club de campo la martina uf561 lo pago pero jam·s funciono	servicio	7
1009	por mi evaluacion	otros	9
1010	es muy lento, se corta, el control remoto es insoportable	servicio	7
1011	la programaciÛn es espantosa. 	contenido	1
1012	no me gusta el nuevo formato	funcionalidad	3
1013	el decodificador.	servicio	7
1014	no es muy amigable la app	funcionalidad	3
1015	el servicio es malo y caro.	precio	4
1016	a veces funciona bien y otras se cuelga el sistema	servicio	7
1017	tiene muchos problemas de conexion, se traba y el control remoto no funciona para todas las cosas (volumen, apagado)	servicio	7
1018	cortes en el servicio	servicio	7
1019	dias anda bien, dias muy mal, sobre todo las radios	servicio	7
1020		otros	9
1021	nunca lo pude manejar y el personal que indica no  es claro en la explicaciÛn. siempre est·n apurados	relacionamiento	6
1022	cada vez funciona peor, desde la actualizaci„ìn que hicieron est„Å lento, no funciona el reloj, se resetea solo, no responde al avance o al retroceso de una grabacion o de un programa ya visto, anda cuando quiere	servicio	7
1023	me dijeron que falta calibrar el cambio que hicieron en la terraza. nunca vinieron 	relacionamiento	6
1024	el servicio es carÌsimo, cobran lo que quieren (todos los meses viene distinto) y la verdad que se descompone permanentemente. 	precio	4
1025	la nueva versiÛn del codificador anda muy lento, ya no podes acceder a la guia de canales facilmente como antes.	servicio	7
1026	hay cosas que me gustan pero hay mucho para mejorar	funcionalidad	3
1027	tengo 2 . uno funciona bien y el otro mal. no logran decir porque	servicio	7
1028	precio	precio	4
1029	siempre algun inconveniente	servicio	7
1030	nunca funciona cuando hay eventos de mucha difusiÛn 	servicio	7
1031	la interface es imposiblemente lenta. bugs por todos lados, se reinicia. pÈsimo. 	servicio	7
1032	"muchos problemas, al menos una vez al dÌa se tilda y tengo que reiniciarlo. las aplicaciones como netflix a veces se comportan de forma extraÒa, por ejemplo no reproduce un capÌtulo desde ""continuar viendo"", pero si lo busco desde el buscador ahÌ si funciona. tambiÈn serÌa bueno tener una aplicaciÛn para hbo max."	producto	5
1033	no tengo cable ni internet. x lo visto me cortaron el cable de bajada... me comunico x telefono y no puedo hacer el reclamo.. 	servicio	7
1034	porque hacen modificaciones todo el tiempo. no se que tocan, pero seguro el boton incorrecto. cada vez mas lento es el uso. no se puede volver atr·s tan f·cil.  est·n quedando desactualizado 	servicio	7
1035	precio	precio	4
1036	calida de la imagen	servicio	7
1037	funciona bastante bien pero con frecuencia se cuelga 	servicio	7
1038	precio, aplicaciÛn lenta, box flow lento...	servicio	7
1039	se cae el sistema muy seguido	servicio	7
1040	no funciona bien casi nunca	servicio	7
1041	costo elevado.	precio	4
1042	flow no esta funcionando correctamente. estuve 4 dias sin servicio, y la guia no se actualiza online, informando mal fecha y hora generalmente	servicio	7
1043	porque no dan nada nuevo y es todo lo que daban antes por los canales	contenido	1
1044	la cantidad desmesurada de publicidad hace q no se disfrute los contenidos.	contenido	1
1045	problemas con los decodificarores   hay que reiniciarlos a cada daro	precio	4
1046	continuamente aparece stream no disponible	servicio	7
1047	es carÌsimo y muy malo lo nuevo hay q pagarlo	precio	4
1048	es dificil de usar	funcionalidad	3
1049	se corta internet. el deco anda lento. se tilda 	servicio	7
1050	se ve bien . uno puede ver series buenas y grabar peliculas	contenido	1
1051	tiene mucho que mejorar	servicio	7
1052	hace meses que me vienen haciendo pagar de m·s y nadie me lo soluciona un averg„ºenza como te toman el pelo. de hecho le voy a dar debaja	relacionamiento	6
1053	no es sencillo	funcionalidad	3
1054	excelente  producto 	producto	5
1055	funciona mal	servicio	7
1056	por que me gusta	producto	5
1057	no funcionan las aplicaciones desde que comencÈ a usar el servicio. en mi caso no puedo usar netflix que es lo que m·s consumo. 	servicio	7
1058	no funciona bien una semana seguida, siempre hay problemas tecnicos	servicio	7
1059	mala conectividad, contenidos poco interesantes y mala respuesta de atenciÛn al cliente	servicio	7
1060	funciona mal	servicio	7
1061	mal aspecto tÈcnico con el canal 900 ya sea 	otros	9
1062	precio y calidad del servicio	precio	4
1063	cambiaron el sistema, antes se podia ver quÈ estaban dando y quÈ seguia en cada canal, mientras mirabas un canal en partcular presionando el boton verde, eso era lo mejor y ya no est· mas!	funcionalidad	3
1064	poco contenido de interes	contenido	1
1065	es muy caro	precio	4
1066	los cambios en la plataforma sin avisar y sin ventajas para los usuarios	funcionalidad	3
1067	no me gusta	producto	5
1068	las series son sin subtitulos	servicio	7
1069	se recetea permanentemente	servicio	7
1070	deco no funciona en todo momento	servicio	7
1071	anda pesimo el deco	servicio	7
1072	el decodificador deja de funcionar y el servicio es caro.	precio	4
1073	se tilda bastante y debo desenchufarlo	servicio	7
